genre,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,valence,release_date
R&B,Iggy Azalea,Black Widow,65,0.181,0.741,209423,0.726,0.000189,0.111,-3.77,0.143,0.527,1/22/2021
R&B,Kelly Clarkson,Love So Soft,67,0.0053,0.808,172427,0.581,1.19E-05,0.0828,-5.43,0.07,0.758,01-01-2001
R&B,PARTYNEXTDOOR,Not Nice,69,0.0253,0.598,202661,0.496,0.00132,0.12,-9.309,0.0804,0.725,1/22/2021
R&B,Tory Lanez,Pa Mi (with Ozuna),71,0.0983,0.596,216689,0.557,0,0.0565,-7.522,0.134,0.661,1/22/2021
R&B,The Weeknd,A Lonely Night,68,0.0431,0.853,220173,0.663,8.65E-06,0.0891,-6.955,0.0755,0.864,1/22/2021
R&B,Nina Sky,Move Ya Body,66,0.0234,0.876,232000,0.71,0.000161,0.0573,-6.446,0.0446,0.828,1/22/2021
R&B,Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),70,0.023,0.689,210573,0.791,0,0.0526,-5.194,0.053,0.755,2001
R&B,Rihanna,SOS,69,0.004,0.677,238920,0.671,5.07E-05,0.413,-4.905,0.0361,0.527,1/22/2021
R&B,Jason Derulo,Ridin' Solo,63,0.128,0.442,215747,0.83,0,0.129,-4.02,0.146,0.578,1/22/2021
R&B,DJ Khaled,All I Do Is Win,70,0.0104,0.549,227293,0.791,0,0.444,-3.535,0.133,0.293,01-01-2001
R&B,Demi Lovato,You Don't Do It For Me Anymore,66,0.0978,0.583,197720,0.435,0,0.0763,-6.389,0.0478,0.129,1/22/2021
R&B,Nao,If You Ever (feat. 6LACK),65,0.0895,0.488,221736,0.62,3.03E-05,0.122,-7.399,0.123,0.378,01-01-2001
R&B,Adrian Marcel,2AM.,61,0.0523,0.849,237653,0.521,0,0.277,-6.386,0.0662,0.613,1/22/2021
R&B,Mario,How Do I Breathe,67,0.215,0.684,216893,0.455,1.08E-06,0.263,-8.216,0.0307,0.487,2001
R&B,Jagged Edge,Where the Party At,70,0.31,0.596,232573,0.661,0,0.0847,-6.239,0.226,0.86,1/22/2021
R&B,T-Pain,1UP (feat. Profit Dinero),56,0.0236,0.705,273810,0.584,0,0.176,-6.397,0.396,0.35,8/28/2001
R&B,Ari Lennox,40 Shades of Choke,62,0.619,0.733,212670,0.508,0.00452,0.0491,-7.962,0.461,0.867,09-11-2001
R&B,Big Sean,Go Legend (& Metro Boomin),67,0.0167,0.656,268947,0.564,1.39E-06,0.165,-8.925,0.0883,0.25,9/25/2020
R&B,bLAck pARty,Bloom,61,0.261,0.749,302001,0.399,0.0126,0.0949,-7.526,0.0393,0.816,9/25/2020
R&B,Olivia O'Brien,Love Myself - Acoustic,28,0.779,0.78,216507,0.355,0,0.151,-7.982,0.072,0.326,09-11-2001
R&B,GoldLink,Got Friends,67,0.104,0.691,226963,0.75,0,0.123,-3.934,0.347,0.345,9/25/2020
R&B,Raveena,If Only,63,0.465,0.759,201334,0.404,0.00131,0.0841,-11.802,0.0491,0.581,2/24/2001
R&B,Trevor Daniel,Falling (blackbear Remix),63,0.121,0.803,171968,0.485,0,0.092,-6.491,0.0365,0.422,12/24/2020
R&B,T-Pain,Be Your X,31,0.019,0.514,176553,0.291,0,0.123,-12.078,0.394,0.265,01-01-2001
R&B,Tinashe,Like I Used To,66,0.571,0.717,187537,0.599,8.99E-06,0.102,-6.156,0.115,0.385,2001
R&B,Peter CottonTale,Forever Always,61,0.852,0.362,215160,0.443,0.000132,0.138,-6.351,0.0663,0.415,2001
R&B,DaniLeigh,Lil Bebe,62,0.0353,0.835,174093,0.511,1.19E-06,0.11,-4.431,0.0719,0.0792,01-01-2021
R&B,Ty Dolla $ign,Paranoid (feat. B.o.B),63,0.00888,0.858,216520,0.398,0,0.112,-11.306,0.0598,0.258,5/14/2001
R&B,James Blake,Are You In Love?,65,0.723,0.557,197600,0.278,2.24E-05,0.0755,-12.353,0.0427,0.335,12/24/2020
R&B,Dreezy,Ecstasy (feat. Jeremih),65,0.261,0.889,187061,0.451,0,0.0465,-7.77,0.0662,0.635,2001
R&B,Snoh Aalegra,I Want You Around,61,0.362,0.705,213293,0.513,0.0559,0.08,-7.054,0.2,0.649,01-01-2021
R&B,Zara Larsson,Ain't My Fault,74,0.00778,0.576,224031,0.782,0,0.285,-4.825,0.0296,0.355,01-01-2021
R&B,BeyoncÃ©,Countdown,66,0.308,0.665,212147,0.787,0,0.219,-5.73,0.151,0.699,12-12-2001
R&B,Jarreau Vandal,Someone That You Love,64,0.558,0.737,177063,0.429,0,0.142,-8.261,0.0665,0.44,12/26/2020
R&B,Alina Baraz,Unfold,61,0.672,0.63,272143,0.501,0.00131,0.237,-8.714,0.0394,0.192,10/23/2020
R&B,The Carters,NICE,60,0.092,0.912,233680,0.533,1.48E-06,0.174,-5.587,0.0618,0.208,2001
R&B,Trey Songz,Neighbors Know My Name,63,0.0379,0.663,186307,0.693,0,0.162,-5.776,0.0635,0.391,10/23/2020
R&B,T-Pain,U Up,55,0.0076,0.647,157390,0.484,0,0.438,-10.316,0.301,0.154,05-03-2001
R&B,BJ The Chicago Kid,Roses,64,0.38,0.655,181144,0.597,0,0.11,-7.269,0.0912,0.219,10/23/2020
R&B,SZA,Prom,64,0.0658,0.805,196133,0.702,0,0.123,-4.877,0.0887,0.225,10/23/2020
R&B,James Blake,Power On,65,0.849,0.649,246400,0.468,0.00706,0.106,-10.951,0.0447,0.618,10/23/2020
R&B,Sabrina Claudio,Orion's Belt,61,0.856,0.531,197333,0.352,9.73E-06,0.0871,-10.404,0.315,0.537,11-12-2001
R&B,H.E.R.,Say It Again,61,0.725,0.324,172240,0.493,0.000111,0.116,-9.995,0.0723,0.212,10/23/2020
R&B,T-Pain,All I Want (feat. Flipp Dinero),55,0.186,0.514,161239,0.613,0,0.284,-6.506,0.212,0.439,10/23/2020
R&B,Daniel Caesar,Violet,62,0.748,0.688,144000,0.425,0.00548,0.101,-8.134,0.027,0.179,2001
R&B,The Weeknd,Nothing Without You,67,0.064,0.599,198653,0.635,0,0.0878,-8.101,0.0679,0.194,10/23/2020
R&B,Sevyn Streeter,"Anything U Want (feat. Wiz Khalifa, Jeremih & Ty Dolla $ign)",65,0.0308,0.684,214254,0.526,0,0.306,-4.982,0.0335,0.495,09-11-2001
R&B,Orion Sun,Antidote,60,0.161,0.506,169756,0.807,0,0.114,-3.96,0.249,0.394,10/23/2020
R&B,John Legend,Love Me Now,68,0.591,0.488,210293,0.762,0,0.0763,-3.842,0.0865,0.709,10/23/2020
R&B,BeyoncÃ©,Dance for You,66,0.0322,0.616,377467,0.78,0,0.173,-6.062,0.0623,0.471,10/23/2020
R&B,Demi Lovato,Give Your Heart a Break,66,0.236,0.643,205347,0.695,0,0.145,-3.099,0.0463,0.65,10/23/2020
R&B,Labrinth,Beneath Your Beautiful,60,0.228,0.558,271813,0.522,0,0.104,-5.857,0.036,0.228,09-11-2001
R&B,Yo Trane,High off You,62,0.472,0.631,179293,0.319,0,0.303,-13.056,0.315,0.345,9/25/2020
R&B,Twista,Overnight Celebrity,67,0.182,0.828,233360,0.792,0,0.281,-5.435,0.179,0.777,01-01-2001
R&B,Fifth Harmony,That's My Girl,71,0.0358,0.596,204013,0.851,3.19E-05,0.365,-4.245,0.121,0.612,9/25/2020
R&B,Ravyn Lenae,Sticky,62,0.0339,0.712,196755,0.846,0.000384,0.106,-6.714,0.0538,0.573,12-04-2001
R&B,Mario,Just a Friend 2002 - Radio Edit,64,0.00541,0.538,214200,0.677,0,0.236,-6.099,0.187,0.913,9/25/2020
R&B,Monica,So Gone,63,0.176,0.618,242773,0.552,0,0.252,-6.863,0.0981,0.586,2001
R&B,Ne-Yo,Sexy Love,68,0.265,0.622,220853,0.503,0.000473,0.0596,-6.417,0.0433,0.58,03-02-2001
R&B,Mariah Carey,Caution,65,0.364,0.71,195867,0.572,0,0.129,-7.187,0.0616,0.642,12/24/2020
R&B,Mario,Drowning,66,0.277,0.516,218627,0.484,0,0.129,-5.844,0.0659,0.174,07-03-2001
R&B,August Alsina,Kissin' On My Tattoos,63,0.00648,0.577,251893,0.625,0,0.364,-8.346,0.0423,0.184,01-01-2001
R&B,T-Pain,It's My Dog Birthday,53,0.000582,0.604,211861,0.577,0,0.102,-7.647,0.243,0.315,01-01-2001
R&B,Doja Cat,Go To Town,64,0.0716,0.71,217813,0.71,1.07E-06,0.206,-2.474,0.0579,0.7,1/22/2021
R&B,Arin Ray,Reckless,61,0.257,0.686,233266,0.701,0.00281,0.088,-5.702,0.0968,0.605,2001
R&B,Usher,Confessions Part II - Confessions Special Edition Version,68,0.0586,0.845,211200,0.467,0,0.0694,-7.674,0.138,0.702,1/22/2021
R&B,HONNE,Day 1 â—‘,67,0.21,0.503,233601,0.581,0.000708,0.257,-7.007,0.0881,0.633,7/24/2001
R&B,Madison Beer,Fools,68,0.028,0.743,218460,0.793,0,0.157,-3.864,0.0388,0.851,12/30/2020
R&B,Bryson Tiller,Overtime,64,0.254,0.657,218253,0.497,0,0.367,-7.689,0.112,0.594,8/18/2001
R&B,Ellie Goulding,On My Mind,63,0.258,0.702,213445,0.705,5.93E-06,0.0879,-6.666,0.0543,0.743,12/23/2020
R&B,Summer Walker,Wasted,60,0.449,0.714,154983,0.348,0,0.323,-11.319,0.147,0.205,01-01-2001
R&B,Ama Lou,Tried Up,62,0.855,0.688,176327,0.261,1.25E-06,0.137,-15.271,0.325,0.326,12/26/2020
R&B,Charli XCX,Boys,72,0.0646,0.867,162586,0.545,0.000289,0.0505,-5.192,0.0625,0.525,12/26/2020
R&B,Ella Mai,Own It,61,0.112,0.527,251497,0.543,1.71E-06,0.355,-4.996,0.0589,0.397,12/26/2020
R&B,Annmarie,Handle It,60,0.717,0.649,195254,0.646,1.84E-05,0.0931,-6.051,0.0438,0.528,12/26/2020
R&B,Jason Derulo,It Girl,71,0.0165,0.668,192200,0.718,0,0.104,-4.736,0.0605,0.345,01-01-2001
R&B,James Blake,Assume Form,65,0.886,0.413,289600,0.349,0.000195,0.091,-10.361,0.0628,0.148,12/26/2020
R&B,T-Pain,Keep This from Me,53,0.0871,0.51,147376,0.626,0,0.263,-6.15,0.332,0.516,2/23/2001
R&B,Chris Brown,Grass Ain't Greener,67,0.388,0.644,201422,0.601,0,0.0884,-5.097,0.0496,0.518,12/26/2020
R&B,Ty Dolla $ign,Ex (feat. YG),66,0.0116,0.77,163133,0.426,0,0.273,-5.717,0.0473,0.523,01-01-2001
R&B,Jorja Smith,Teenage Fantasy,68,0.47,0.583,226906,0.677,0.193,0.43,-10.21,0.439,0.495,12/26/2020
R&B,The Weeknd,All I Know,66,0.418,0.469,321027,0.417,0.000189,0.102,-10.614,0.0704,0.175,01-01-2001
R&B,Tobi Lou,Buff Baby,62,0.19,0.736,215385,0.643,0,0.106,-8.636,0.0461,0.599,12/26/2020
R&B,Frank Ocean,Bad Religion,61,0.779,0.276,175453,0.358,2.50E-06,0.0728,-7.684,0.0443,0.13,10-03-2001
R&B,Chris Brown,Back To Sleep,66,0.0424,0.647,201253,0.646,0,0.0888,-5.483,0.243,0.721,12/26/2020
Movie,Les HÃ©rissons,Le fiacre,0,0.0103,0.651,128240,0.484,0.00022,0.337,-6.512,0.0676,0.892,12/26/2020
Movie,CÃ©line Languedoc,Avan i two ta,0,0.647,0.32,242627,0.371,2.51E-06,0.0981,-9.057,0.0448,0.235,12/26/2020
Movie,Henri Salvador,Le Marchand de sable,0,0.993,0.405,176907,0.0775,0.00304,0.139,-18.145,0.0414,0.355,12/26/2020
Movie,Henri Salvador,L'Ombrelle et le parapluie,0,0.959,0.495,138387,0.23,0.000207,0.108,-16.153,0.034,0.615,09-11-2001
Movie,Leopold Stokowski,"Symphony No. 6 in B minor, Op. 74 'PathÃ©tique': I Adagio - Allegro non troppo",0,0.88,0.142,1029560,0.13,0.655,0.239,-20.735,0.0424,0.0759,12/26/2020
Movie,Henri Salvador,Syracuse - Remastered,9,0.502,0.379,174693,0.368,0,0.0608,-11.6,0.0305,0.252,12/26/2020
Movie,Chorus,Shri Ganesh Beej Mantra,0,0.977,0.373,18800,0.0481,0.00112,0.0744,-16.57,0.0929,0,11/19/2001
Movie,Henri Salvador,Dans Mon ÃŽle,3,0.602,0.378,296280,0.378,0.162,0.0972,-13.175,0.0291,0.275,6/26/2001
Movie,Henri Salvador,Cheveux dans le vent,0,0.99,0.206,170107,0.196,0.0452,0.117,-13.97,0.0371,0.0986,01-01-2001
Movie,Martin & les fÃ©es,"Premier voyage (par VÃ©ronique Jannot, Paul Ventimila & Lorie Pester)",2,0.317,0.574,176280,0.439,0,0.488,-12.247,0.873,0.574,9/25/2001
Movie,Chorus,Om Namah Shivaye Chant,0,0.445,0.505,492627,0.504,0,0.0945,-4.107,0.0309,0.36,01-01-2002
Movie,Karine Costa,Good Bye My Friends,0,0.533,0.522,209960,0.431,0,0.117,-8.735,0.0243,0.0977,4/30/2002
Movie,Randy Newman,Parenthood (Karen & Gil / Montage),2,0.939,0.192,294667,0.0923,0.912,0.148,-22.977,0.0389,0.039,11/22/2002
Movie,Henri Salvador,"J'aime tes g'noux - Shame, Shame, Shame",13,0.221,0.739,231440,0.916,0,0.177,-6.327,0.308,0.69,01-01-2002
Movie,Jean Piat,Tout allait bien jusque-lÃ  dans cet immense couvent,0,0.879,0.751,193760,0.158,0,0.124,-21.678,0.896,0.66,2/25/2002
Movie,Leopold Stokowski,Symphony No.1 In C Major : I. Allegro Vivo,3,0.903,0.394,457747,0.279,0.881,0.0549,-13.649,0.0405,0.259,06-10-2002
Movie,Henri Salvador,Bon Ã  rien,0,0.992,0.509,157347,0.0133,0.0119,0.121,-24.515,0.058,0.151,01-01-2002
Movie,Idoles De La Musique,Parce qu'on sait jamais,0,0.28,0.756,192278,0.575,0,0.0779,-7.559,0.0274,0.757,02-12-2002
Movie,Chorus,Odhi is ieron lohon (Ode to Sacred Battalion),0,0.976,0.302,174840,0.146,8.94E-06,0.118,-17.752,0.0391,0.159,01-01-2002
Movie,Chorus,Le sourire d'AnaÃ«lle,0,0.126,0.492,251320,0.686,0.000191,0.504,-4.075,0.0306,0.528,01-01-2002
Movie,Henri Salvador,Qh'ech que ch'est qu'cha?,0,0.592,0.689,172907,0.615,0,0.345,-7.409,0.303,0.555,9/25/2009
Movie,Randy Newman,Eliza,0,0.992,0.522,29200,0.117,0.981,0.131,-22.993,0.0793,0.911,10-08-2002
Movie,Henri Salvador,Ciel de Paris,2,0.974,0.271,216840,0.182,0.0873,0.298,-15.927,0.0393,0.263,6/18/2002
Movie,Chorus,Yia se ghlikia patridha (For You Sweet Motherland),0,0.994,0.485,105253,0.124,0,0.107,-15.088,0.041,0.441,01-01-2002
Movie,Claire Guyot,Indiciblement,2,0.952,0.306,235915,0.435,2.29E-05,0.129,-7.906,0.0316,0.236,11/15/2002
Movie,Jean Claude Corbel,Les pachydermes,0,0.247,0.538,332417,0.272,0,0.225,-17.01,0.762,0.451,9/28/2009
Movie,Henri Salvador,Le Cid - Remastered,13,0.591,0.601,161507,0.521,0,0.309,-8.439,0.178,0.858,02-12-2002
Movie,Henri Salvador,"Le conteur, Pt. 2",0,0.0575,0.577,21667,0.403,0,0.317,-21.688,0.85,0.967,06-11-2002
Movie,Chorus,Sundar Bate Tabe,0,0.8,0.547,115680,0.366,0,0.0928,-7.005,0.0323,0.568,05-07-2002
Movie,Jean Claude Corbel,Les charognards,0,0.616,0.686,91301,0.221,0,0.143,-17.351,0.87,0.58,11-01-2002
Movie,Bernard Minet,Dragon Ball et Dragon Ball Z,23,0.316,0.644,169533,0.851,0,0.373,-8.516,0.0297,0.919,05-07-2002
Movie,Jodi Benson,God Sees Inside Me,4,0.219,0.362,186000,0.412,0,0.181,-9.525,0.0324,0.182,03-05-2002
Movie,Henri Salvador,Re-bonjour,0,0.981,0.605,161747,0.0673,0.00204,0.174,-19.505,0.0699,0.363,7/30/2002
Movie,Generation B.O.,"Don't Cry For Me Argentina (B.O. ""Evita"")",7,0.6,0.164,341000,0.402,3.41E-06,0.138,-7.704,0.0286,0.0394,2/25/2002
Movie,CÃ©line Languedoc,Soley an mwen,0,0.688,0.582,226573,0.687,0,0.28,-6.047,0.0634,0.374,01-01-2002
Movie,Chorus,I 25 martiou (The 25th of March),0,0.994,0.617,97867,0.135,0,0.169,-15.17,0.0359,0.545,01-01-2002
Movie,Henri Salvador,Le Carosse Blanc - Remastered,8,0.634,0.591,153947,0.3,0,0.154,-9.339,0.0273,0.348,06-11-2002
Movie,Lucie Dolene,"Lâ€™amour sâ€™en vient, lâ€™amour sâ€™en va (From ""L'heure Ã©blouissante"")",0,0.864,0.299,169013,0.259,0,0.31,-8.063,0.0365,0.5,2003
Movie,Leopold Stokowski,Symphony No.4 In E Minor Op.98 : II. Andante,0,0.899,0.192,695333,0.118,0.45,0.191,-18.111,0.038,0.0762,8/26/2003
Movie,Dominique Tirmont,Maman si douce,0,0.875,0.407,132880,0.399,0,0.158,-8.617,0.0577,0.424,2003
Movie,Randy Newman,Henry Goes To Work,0,0.737,0.382,115133,0.287,0.834,0.0644,-15.865,0.0456,0.157,06-02-2003
Movie,Les HÃ©rissons,Frou Frou,0,0.672,0.839,188688,0.36,0,0.142,-10.763,0.208,0.927,10/31/2003
Movie,Chorus,Hindolam,0,0.74,0.702,341107,0.865,1.62E-06,0.0918,-8.158,0.065,0.961,11/21/2003
Movie,Leopold Stokowski,L'ascension : III. Alleluias On The Trumpet And On The Cymbal,0,0.933,0.375,295827,0.434,0.962,0.385,-13.991,0.0467,0.322,2003
Movie,Henri Salvador,Le Pingouin - Remastered,5,0.11,0.488,122533,0.573,0,0.485,-8.111,0.0822,0.787,01-01-2003
Movie,Henri Salvador,Le clochard,7,0.928,0.505,205160,0.0949,4.48E-05,0.135,-15.373,0.0378,0.135,01-01-2003
Movie,Chorus,Mann Biachen,0,0.765,0.644,423160,0.262,0,0.0711,-12.213,0.0308,0.566,9/29/2003
Movie,Jean Claude Corbel,Aladin 4,0,0.535,0.538,265693,0.424,0,0.548,-16.001,0.51,0.536,01-01-2003
Movie,Anthony Kavanagh,J'Ai Vu Partir,1,0.224,0.726,208973,0.558,0,0.119,-8.369,0.136,0.961,1/20/2003
Movie,Jean Claude Corbel,Le bord de mer,1,0.617,0.557,588301,0.265,0,0.379,-14.549,0.799,0.49,01-01-2003
Movie,Bernard Minet,Dis moi monsieur Bernard Minet,1,0.648,0.649,245773,0.687,6.46E-06,0.222,-6.8,0.0272,0.801,7/15/2003
Movie,Le Club des Juniors,But pour Rudy,9,0.4,0.711,203247,0.869,8.21E-06,0.647,-7.253,0.0652,0.654,01-01-2003
Movie,Chorus,Gia Ke Hara Sou Geronta,0,0.655,0.513,160133,0.528,0,0.381,-5.32,0.0417,0.509,1/17/2006
Movie,Jean Piat,Ce fut en vain qu'HÃ©lÃ¨ne de retour dans Albano,0,0.895,0.693,476307,0.177,0,0.154,-20.824,0.805,0.674,09-01-2006
Movie,Bernard Minet,Les filles sont si jolies,1,0.645,0.67,205587,0.88,0.000347,0.335,-6.64,0.0392,0.962,01-01-2006
Movie,Chorus,To parelthon ke to mellon (The Past and the Future),0,0.991,0.461,131773,0.131,0,0.147,-14.69,0.0354,0.381,01-01-2006
Movie,Leopold Stokowski,Rimsky-Korsakov: Flight of the Bumblebee - Leopold Stokowksi Transcriptions,0,0.945,0.44,82173,0.365,0.664,0.463,-12.671,0.0325,0.583,01-01-2006
Movie,Marie-ThÃ©rÃ¨se Orain,Intacte,0,0.856,0.574,179470,0.467,1.14E-05,0.969,-10.034,0.541,0.897,01-09-2006
Movie,Dominique Tirmont,Mon beau sapin,0,0.976,0.412,144253,0.145,0,0.106,-9.367,0.0401,0.347,01-01-2006
Movie,Randy Newman,"Family Album: Homage to Alfred, Emil and Lionel Newman: I. The Follies: Young and Beautiful",0,0.995,0.512,136120,0.0297,0.881,0.0991,-23.948,0.0403,0.258,01-01-2006
Movie,Chorus,Tylko ty,0,0.00187,0.61,229507,0.949,0.000955,0.0624,-6.314,0.0342,0.971,10/16/2006
Movie,Henri Salvador,Ma chÃ¨re et tendre - live,1,0.498,0.338,175280,0.333,4.54E-06,0.796,-13.417,0.0641,0.204,2007
Movie,Frank Churchill,Snow White and the Seven Dwarfs: Dwarf's Yodel Song (arr. H. Frommermann),0,0.992,0.748,157813,0.196,0.723,0.199,-16.503,0.0528,0.784,01-01-2007
Movie,Leopold Stokowski,Tristan und Isolde (Love Music from Acts II & III),0,0.942,0.0883,1563347,0.174,0.944,0.0949,-17.02,0.0408,0.0299,2007
Movie,Anthony Kavanagh,Ton Homme,1,0.0533,0.768,246893,0.652,0.00221,0.0581,-6.733,0.0471,0.657,10/23/2007
Movie,Henri Salvador,Bon Ã€ Rien,0,0.942,0.548,154240,0.0469,4.78E-05,0.204,-15.033,0.0459,0.159,01-01-2007
Movie,Bernard Minet,"Toi, l'avenir du monde",0,0.585,0.646,203964,0.538,0,0.112,-8.223,0.0232,0.36,01-01-2007
Movie,Dominique Tirmont,"Aquelos mountagnos ""Se Canto""",0,0.921,0.267,116960,0.504,0,0.101,-7.944,0.0617,0.369,07-03-2007
Movie,Anthony Kavanagh,Jamais,4,0.766,0.58,235227,0.376,0,0.0744,-10.703,0.0707,0.42,5/16/2007
Movie,Chorus,Sukhkarta Dukhharta - Aarti,0,0.483,0.622,253837,0.785,0,0.278,-4.656,0.0577,0.695,11-05-2007
Movie,Jean Piat,Le lendemain qui Ã©tait un dimanche,0,0.789,0.669,404267,0.15,0,0.0749,-22.565,0.863,0.629,01-01-2007
Movie,Henri Salvador,Toi - live,1,0.649,0.619,196293,0.814,0,0.684,-7.35,0.55,0.687,2007
Movie,Henri Salvador,Adieu Foulards Adieu Madras,0,0.981,0.471,141177,0.0465,0.00334,0.238,-14.248,0.0344,0.413,05-01-2007
Movie,Idoles De La Musique,Parler d'amour,0,0.264,0.578,218453,0.338,5.82E-06,0.357,-9.685,0.0331,0.124,4/24/2007
Movie,Leopold Stokowski,Symphony No.4 In E Minor Op.98 : III. Allegro Giocoso Poco Meno Presto,0,0.804,0.339,361933,0.216,0.894,0.291,-14.093,0.0355,0.231,2/26/2007
Movie,Marie-ThÃ©rÃ¨se Orain,J'ai douze ans,0,0.89,0.614,194617,0.487,0,0.965,-8.153,0.57,0.784,2007
Movie,Henri Salvador,J'aimerais tellement ca,2,0.961,0.358,212784,0.12,5.85E-05,0.103,-14.792,0.0532,0.13,2007
Movie,Chorus,Tripplestar Camp,0,0.507,0.538,212063,0.795,0,0.132,-4.74,0.356,0.842,01-01-2007
Movie,Henri Salvador,"Armstrong, Duke Ellington, Cab Calloway",0,0.925,0.789,160333,0.437,0.000321,0.135,-11.432,0.129,0.807,12-11-2007
Movie,Michel Roux,MaÃ®tre Pierre : Tableau II - TrÃ¨s illustres docteurs,0,0.983,0.334,297093,0.36,0.00126,0.195,-8.067,0.0608,0.126,11-09-2007
Movie,Chorus,Je n'ai pas de problÃ¨me,0,0.00081,0.549,339240,0.748,0.253,0.145,-5.425,0.0313,0.386,07-06-2007
Movie,Henri Salvador,Les yeux des Muchachos,0,0.553,0.673,172627,0.358,0,0.107,-11.69,0.048,0.937,10-03-2007
Movie,Henri Salvador,Parce que Ã§a me donne du courage,0,0.793,0.701,208000,0.168,4.66E-06,0.104,-11.15,0.108,0.564,2/20/2007
Movie,Henri Salvador,Silence On Tourne,0,0.913,0.758,169645,0.445,0,0.3,-12.045,0.361,0.832,01-01-2007
Movie,Martin & les fÃ©es,Tout est possible (par Lisa Angell),3,0.874,0.517,153347,0.354,1.22E-06,0.116,-8.313,0.0325,0.365,2/20/2007
Movie,Frank Churchill,The Silly Song,0,0.995,0.6,26044,0.23,0.954,0.116,-23.963,0.118,0.575,01-01-2007
Movie,Henri Salvador,Adieu 'Adios' - Remastered,9,0.114,0.432,157853,0.4,4.83E-06,0.207,-8.737,0.035,0.476,10/23/2007
Movie,Henri Salvador,toi,11,0.341,0.71,189893,0.517,0,0.116,-8.015,0.444,0.721,2007
Movie,Jean Claude Corbel,Peau D'Ã¢ne 4,0,0.756,0.597,423133,0.165,0,0.357,-16.449,0.904,0.501,01-01-2007
Movie,Chorus,Parodos,0,0.388,0.238,367227,0.535,0,0.107,-5.769,0.0369,0.106,3/13/2007
Movie,Michel Roux,L'aiguille creuse - Partie 1,0,0.801,0.698,2106095,0.306,0,0.835,-15.032,0.857,0.544,10-05-2007
Movie,Chantal Goya,Ennio,4,0.0238,0.804,136573,0.682,0,0.0606,-12.434,0.0305,0.946,11/16/2007
Movie,Chorus,Antara Mama,0,0.0309,0.503,275805,0.588,0,0.4,-6.14,0.0316,0.488,01-01-2007
Movie,Oliver Wallace,Alice in Wonderland: Theme,0,0.989,0.503,160187,0.0341,0.809,0.087,-17.101,0.0674,0.712,10-02-2007
Movie,Laura Mayne,Comme si,15,0.911,0.551,265373,0.246,0,0.11,-10.505,0.0255,0.383,11-05-2007
Movie,Jean Claude Corbel,Vers un nouveau monde,0,0.618,0.647,62019,0.682,0,0.278,-11.135,0.04,0.154,01-01-2007
Movie,Le Club des Juniors,Lutinette et Lutinou,1,0.279,0.588,218151,0.733,0,0.266,-8.039,0.0327,0.791,10-09-2007
Movie,Jean Davy,C'est Ã§a l'amour,0,0.903,0.465,1178613,0.517,0,0.127,-9.338,0.128,0.505,01-01-2007
Movie,Chorus,Om Kodilingeshwaraya Namaha,0,0.538,0.294,41927,0.186,0,0.347,-12.794,0.0318,0.145,2007
Movie,Richard M. Sherman,Lost Chords Sentiments,1,0.96,0.752,79267,0.168,0,0.332,-18.961,0.925,0.678,2007
Movie,Marie-ThÃ©rÃ¨se Orain,Les hommes,0,0.931,0.48,191217,0.398,0,0.941,-12.425,0.445,0.491,02-12-2007
Movie,Claire Guyot,Lila danse,1,0.932,0.418,213577,0.291,3.95E-06,0.116,-9.599,0.0368,0.264,05-07-2007
Movie,Chorus,Bangaru Padagaye,0,0.526,0.373,103288,0.416,0,0.331,-10.554,0.0555,0.783,01-01-2007
Movie,Jean Amadou,Une Petition,1,0.637,0.62,367413,0.22,0,0.123,-18.04,0.929,0.635,3/20/2007
Movie,Henri Salvador,Ela Diz que Tiem,0,0.108,0.734,134093,0.651,0.0272,0.26,-12.995,0.0418,0.928,01-01-2007
Movie,Richard M. Sherman,Caprice,0,0.987,0.395,177693,0.29,0.899,0.115,-11.23,0.0484,0.469,01-01-2007
Movie,Karine Costa,Mes Nuits Blanches,0,0.126,0.628,250293,0.743,1.08E-06,0.14,-8.886,0.163,0.532,01-01-2007
Movie,Henri Salvador,Surs De Nous - Remastered,4,0.298,0.474,134507,0.673,0,0.19,-6.378,0.0326,0.535,01-01-2007
Movie,Jean Claude Corbel,Un coin de paradis,0,0.317,0.585,82018,0.317,1.37E-06,0.143,-16.59,0.0266,0.363,5/29/2007
Movie,Chorus,Oj Ty Babo,0,0.0381,0.799,141240,0.59,8.50E-06,0.127,-7.69,0.0407,0.97,10/22/2007
Movie,Houcine,Siffler sur la colline,0,0.0678,0.746,163413,0.811,0,0.126,-4.171,0.0406,0.957,2007
Movie,Chorus,Azadi Ke Parbat Ki,0,0.74,0.739,224200,0.472,0,0.137,-11.671,0.041,0.87,01-01-2007
Movie,Henri Salvador,Ela Diz Que Tem,0,0.845,0.739,135587,0.556,0.288,0.118,-13.757,0.0381,0.95,10/23/2007
Movie,Lucie Dolene,"Croquemitoufle (From ""Les femmes des autres"")",0,0.972,0.592,193800,0.299,5.11E-05,0.359,-10.302,0.031,0.271,01-01-2007
Movie,Chorus,Noothi Yettu Potri - Language: Tamil; Genre: Amman,0,0.901,0.459,279480,0.806,0,0.377,-6.677,0.311,0.81,01-01-2007
